0.0,-14940.0,-1968.0,-4396.0,31.35
0.01,-14932.0,-1988.0,-4464.0,31.4
0.01,-14936.0,-2016.0,-4420.0,31.31
0.04,-14908.0,-2064.0,-4596.0,31.4
0.07,-14940.0,-1976.0,-4344.0,31.35
0.1,-14896.0,-1980.0,-4508.0,31.4
0.14,-14944.0,-2012.0,-4380.0,31.35
0.17,-14976.0,-1892.0,-4436.0,31.4
0.2,-14880.0,-2108.0,-4284.0,31.4
0.24,-14916.0,-2000.0,-4312.0,31.35
0.27,-14932.0,-2060.0,-4500.0,31.4
0.3,-14896.0,-2076.0,-4332.0,31.45
0.34,-14908.0,-1900.0,-4360.0,31.4
0.37,-14836.0,-2052.0,-4416.0,31.45
0.4,-14896.0,-2052.0,-4460.0,31.4
0.44,-14996.0,-2084.0,-4436.0,31.4
0.47,-14960.0,-2084.0,-4500.0,31.45
0.5,-14908.0,-1968.0,-4364.0,31.4
0.54,-14892.0,-1944.0,-4456.0,31.45
0.57,-14912.0,-2036.0,-4428.0,31.45
0.6,-14964.0,-1988.0,-4292.0,31.4
0.64,-15028.0,-1976.0,-4372.0,31.45
0.67,-14972.0,-1960.0,-4516.0,31.4
0.7,-14916.0,-2020.0,-4428.0,31.45
0.74,-15008.0,-1948.0,-4384.0,31.4
0.77,-14872.0,-2028.0,-4544.0,31.4
0.8,-14908.0,-1884.0,-4520.0,31.4
0.84,-14896.0,-2056.0,-4352.0,31.4
0.87,-14848.0,-2036.0,-4664.0,31.45
0.9,-14908.0,-2008.0,-4340.0,31.4
0.93,-14936.0,-2124.0,-4352.0,31.45
0.97,-15000.0,-1944.0,-4464.0,31.4
1.0,-14940.0,-2040.0,-4428.0,31.49
1.03,-14952.0,-1940.0,-4416.0,31.45
1.07,-14872.0,-1960.0,-4376.0,31.4
1.1,-14916.0,-2020.0,-4360.0,31.35
1.13,-14964.0,-1912.0,-4512.0,31.4
1.17,-14892.0,-1996.0,-4428.0,31.45
1.2,-14908.0,-2080.0,-4468.0,31.35
1.23,-14936.0,-2072.0,-4476.0,31.4
1.27,-14948.0,-1988.0,-4364.0,31.45
1.3,-14968.0,-2036.0,-4300.0,31.4
1.33,-14924.0,-1980.0,-4372.0,31.35
1.37,-14928.0,-2072.0,-4488.0,31.45
1.4,-14972.0,-2072.0,-4436.0,31.4
1.43,-14940.0,-1956.0,-4508.0,31.45
1.47,-15012.0,-1968.0,-4432.0,31.4
1.5,-14972.0,-1920.0,-4460.0,31.35
1.53,-14948.0,-2088.0,-4448.0,31.45
1.57,-14900.0,-2104.0,-4368.0,31.4
1.6,-14940.0,-1988.0,-4368.0,31.45
1.63,-14828.0,-2028.0,-4420.0,31.4
1.67,-14852.0,-2000.0,-4368.0,31.45
1.7,-14864.0,-1984.0,-4428.0,31.45
1.73,-14916.0,-2020.0,-4396.0,31.4
1.77,-14832.0,-2060.0,-4496.0,31.45
1.8,-14940.0,-2044.0,-4364.0,31.4
1.83,-14948.0,-1932.0,-4348.0,31.35
1.87,-14936.0,-2048.0,-4396.0,31.49
1.9,-15004.0,-2040.0,-4424.0,31.31
1.93,-14860.0,-1976.0,-4576.0,31.35
1.97,-14968.0,-2052.0,-4428.0,31.4
2.0,-14956.0,-1884.0,-4484.0,31.35
2.03,-14908.0,-1952.0,-4528.0,31.4
2.07,-15060.0,-2048.0,-4288.0,31.45
2.1,-15000.0,-1976.0,-4360.0,31.49
2.13,-14980.0,-2052.0,-4448.0,31.4
2.17,-15000.0,-2000.0,-4316.0,31.35
2.2,-14968.0,-2076.0,-4368.0,31.49
2.23,-14872.0,-1952.0,-4516.0,31.45
2.27,-14900.0,-2000.0,-4264.0,31.49
2.3,-14992.0,-1948.0,-4512.0,31.31
2.33,-14840.0,-2060.0,-4484.0,31.35
2.37,-14924.0,-2016.0,-4368.0,31.49
2.4,-14864.0,-2052.0,-4424.0,31.45
2.43,-14860.0,-2016.0,-4436.0,31.49
2.47,-15008.0,-1984.0,-4284.0,31.35
2.5,-14936.0,-1996.0,-4444.0,31.45
2.53,-14924.0,-1972.0,-4492.0,31.4
2.57,-14976.0,-2044.0,-4360.0,31.35
2.6,-14888.0,-2024.0,-4268.0,31.4
2.63,-14860.0,-2072.0,-4264.0,31.35
2.67,-14936.0,-2052.0,-4488.0,31.49
2.7,-14912.0,-2080.0,-4412.0,31.49
2.73,-14836.0,-1908.0,-4536.0,31.45
2.77,-14864.0,-2096.0,-4488.0,31.4
2.8,-14892.0,-2012.0,-4428.0,31.45
2.83,-14940.0,-1992.0,-4280.0,31.45
2.87,-14880.0,-1988.0,-4520.0,31.49
2.9,-14904.0,-2052.0,-4448.0,31.35
2.93,-14892.0,-2044.0,-4488.0,31.49
2.96,-14948.0,-1968.0,-4356.0,31.35
3.0,-14796.0,-1996.0,-4472.0,31.4
3.03,-14988.0,-2028.0,-4572.0,31.49
3.06,-14880.0,-2020.0,-4484.0,31.49
3.1,-14900.0,-1956.0,-4304.0,31.49
3.13,-14952.0,-1944.0,-4400.0,31.45
3.16,-14940.0,-2076.0,-4280.0,31.4
3.2,-14980.0,-1988.0,-4404.0,31.35
3.23,-14992.0,-1968.0,-4432.0,31.49
3.26,-14980.0,-2052.0,-4336.0,31.49
3.3,-15004.0,-2036.0,-4492.0,31.35
3.33,-14992.0,-1996.0,-4472.0,31.49
3.36,-14844.0,-2040.0,-4436.0,31.4
3.4,-14956.0,-1940.0,-4276.0,31.49
3.43,-14936.0,-1960.0,-4492.0,31.35
3.46,-14856.0,-1964.0,-4428.0,31.4
3.5,-14956.0,-2068.0,-4484.0,31.45
3.53,-14940.0,-2048.0,-4620.0,31.49
3.56,-14944.0,-2016.0,-4424.0,31.45
3.6,-15000.0,-2040.0,-4524.0,31.45
3.63,-15028.0,-2044.0,-4336.0,31.49
3.66,-14932.0,-1932.0,-4392.0,31.4
3.7,-14928.0,-1964.0,-4340.0,31.4
3.73,-14968.0,-1972.0,-4404.0,31.35
3.76,-14940.0,-1984.0,-4400.0,31.49
3.8,-14976.0,-2048.0,-4532.0,31.45
3.83,-14928.0,-1912.0,-4444.0,31.4
3.86,-14844.0,-1960.0,-4472.0,31.4
3.9,-14976.0,-2084.0,-4408.0,31.35
3.93,-14944.0,-2020.0,-4340.0,31.4
3.96,-14964.0,-1960.0,-4416.0,31.35
4.0,-14924.0,-2008.0,-4428.0,31.4
4.03,-14884.0,-2072.0,-4432.0,31.45
4.06,-14904.0,-2068.0,-4476.0,31.4
4.1,-14900.0,-2016.0,-4472.0,31.4
4.13,-14908.0,-2016.0,-4320.0,31.45
4.16,-14916.0,-1972.0,-4452.0,31.4
4.2,-15016.0,-1956.0,-4464.0,31.35
4.23,-14940.0,-2064.0,-4340.0,31.4
4.26,-14948.0,-1968.0,-4336.0,31.35
4.3,-14984.0,-2064.0,-4376.0,31.4
4.33,-14924.0,-1912.0,-4360.0,31.49
4.36,-15820.0,-2772.0,-4244.0,31.45
4.4,-16168.0,-2148.0,-5384.0,31.49
4.43,-14344.0,-2464.0,-3728.0,31.45
4.46,-15036.0,-1492.0,-4600.0,31.4
4.5,-15088.0,-2252.0,-4604.0,31.45
4.53,-15016.0,-2140.0,-4540.0,31.45
4.56,-14844.0,-1964.0,-4276.0,31.4
4.6,-15104.0,-2052.0,-4396.0,31.45
4.63,-14780.0,-1928.0,-4384.0,31.59
4.66,-14896.0,-2008.0,-4404.0,31.45
4.7,-14848.0,-1976.0,-4360.0,31.4
4.73,-14984.0,-2108.0,-4520.0,31.35
4.76,-14932.0,-2012.0,-4356.0,31.54
4.8,-14948.0,-2064.0,-4308.0,31.31
4.83,-14908.0,-1996.0,-4448.0,31.35
4.86,-14928.0,-2028.0,-4452.0,31.4
4.9,-14904.0,-2088.0,-4504.0,31.45
4.93,-14936.0,-2012.0,-4340.0,31.4
4.96,-14896.0,-2016.0,-4400.0,31.45
5.0,-14976.0,-2056.0,-4480.0,31.45
5.03,-14908.0,-2044.0,-4428.0,31.49
5.06,-14940.0,-1884.0,-4368.0,31.45
5.09,-14948.0,-1968.0,-4404.0,31.4
5.13,-14888.0,-1944.0,-4356.0,31.35
5.16,-14900.0,-2044.0,-4352.0,31.4
5.19,-14948.0,-2064.0,-4620.0,31.4
5.23,-14904.0,-2036.0,-4528.0,31.4
5.26,-14924.0,-1992.0,-4496.0,31.4
5.29,-14928.0,-2056.0,-4416.0,31.45
5.33,-14936.0,-2000.0,-4444.0,31.31
5.36,-14888.0,-1956.0,-4496.0,31.4
5.39,-15016.0,-2040.0,-4440.0,31.45
5.43,-14924.0,-2020.0,-4420.0,31.4
5.46,-14832.0,-1932.0,-4432.0,31.45
5.49,-14868.0,-2172.0,-4452.0,31.4
5.53,-14920.0,-1916.0,-4376.0,31.4
5.56,-14924.0,-2064.0,-4496.0,31.4
5.59,-14992.0,-1968.0,-4520.0,31.4
5.63,-14916.0,-1980.0,-4292.0,31.45
5.66,-14856.0,-2004.0,-4376.0,31.4
5.69,-14864.0,-2044.0,-4424.0,31.49
5.73,-14948.0,-2064.0,-4312.0,31.45
5.76,-14908.0,-1984.0,-4504.0,31.49
5.79,-14936.0,-2056.0,-4500.0,31.45
5.83,-14940.0,-2024.0,-4428.0,31.45
5.86,-14928.0,-2116.0,-4516.0,31.31
5.89,-14912.0,-2076.0,-4280.0,31.45
5.93,-14888.0,-1984.0,-4412.0,31.4
5.96,-14940.0,-2068.0,-4300.0,31.4
5.99,-14836.0,-2076.0,-4504.0,31.54
6.03,-14992.0,-2068.0,-4492.0,31.49
6.06,-14948.0,-2000.0,-4388.0,31.4
6.09,-14936.0,-2028.0,-4348.0,31.45
6.13,-14996.0,-1972.0,-4472.0,31.49
6.16,-14992.0,-2004.0,-4288.0,31.45
6.19,-14952.0,-1980.0,-4312.0,31.4
6.23,-14944.0,-1976.0,-4492.0,31.35
6.26,-14996.0,-1992.0,-4464.0,31.4
6.29,-14836.0,-2040.0,-4412.0,31.4
6.33,-14892.0,-2140.0,-4536.0,31.54
6.36,-14924.0,-2036.0,-4388.0,31.4
6.39,-14856.0,-2056.0,-4368.0,31.35
6.43,-14892.0,-2064.0,-4528.0,31.31
6.46,-14924.0,-1976.0,-4372.0,31.45
6.49,-14904.0,-2048.0,-4380.0,31.4
6.53,-14936.0,-2040.0,-4600.0,31.49
6.56,-14912.0,-1968.0,-4344.0,31.4
6.59,-15004.0,-2048.0,-4464.0,31.49
6.63,-14912.0,-2016.0,-4504.0,31.45
6.66,-14924.0,-1924.0,-4504.0,31.4
6.69,-14972.0,-1976.0,-4368.0,31.45
6.73,-14940.0,-2100.0,-4468.0,31.31
6.76,-14908.0,-1908.0,-4272.0,31.4
6.79,-14892.0,-2040.0,-4404.0,31.35
6.83,-14848.0,-2108.0,-4508.0,31.4
6.86,-14876.0,-2076.0,-4540.0,31.45
6.89,-14900.0,-2040.0,-4580.0,31.4
6.93,-14972.0,-2084.0,-4500.0,31.35
6.96,-15000.0,-2016.0,-4364.0,31.4
6.99,-15000.0,-2048.0,-4396.0,31.59
7.03,-14948.0,-2016.0,-4404.0,31.45
7.06,-14912.0,-2048.0,-4448.0,31.4
7.09,-14936.0,-2040.0,-4540.0,31.45
7.12,-14876.0,-2048.0,-4456.0,31.35
7.16,-14960.0,-2156.0,-4416.0,31.4
7.19,-15028.0,-2044.0,-4432.0,31.45
7.22,-15084.0,-2080.0,-4432.0,31.4
7.26,-14948.0,-1964.0,-4372.0,31.45
7.29,-14908.0,-2048.0,-4360.0,31.49
7.32,-15036.0,-1988.0,-4336.0,31.4
7.36,-14892.0,-2012.0,-4416.0,31.35
7.39,-14980.0,-2036.0,-4432.0,31.4
7.42,-14892.0,-1904.0,-4320.0,31.45
7.46,-14916.0,-2000.0,-4408.0,31.4
7.49,-14884.0,-2048.0,-4512.0,31.45
7.52,-14996.0,-2108.0,-4336.0,31.49
7.56,-14916.0,-1952.0,-4324.0,31.49
7.59,-14932.0,-2000.0,-4440.0,31.45
7.62,-14856.0,-2080.0,-4504.0,31.4
7.66,-14872.0,-2048.0,-4312.0,31.35
7.69,-14940.0,-2084.0,-4276.0,31.49
7.72,-14900.0,-2132.0,-4372.0,31.45
7.76,-14904.0,-2004.0,-4420.0,31.49
7.79,-14988.0,-2036.0,-4428.0,31.4
7.82,-14960.0,-2028.0,-4456.0,31.4
7.86,-14920.0,-1996.0,-4476.0,31.49
7.89,-14924.0,-2020.0,-4448.0,31.54
7.92,-14984.0,-1972.0,-4348.0,31.4
7.96,-14912.0,-2016.0,-4400.0,31.45
7.99,-14868.0,-1996.0,-4372.0,31.4
8.02,-15016.0,-1956.0,-4352.0,31.4
8.06,-14940.0,-1984.0,-4352.0,31.35
8.09,-15032.0,-2036.0,-4544.0,31.4
8.12,-14868.0,-2024.0,-4408.0,31.35
8.16,-14932.0,-2092.0,-4468.0,31.31
8.19,-14948.0,-2020.0,-4588.0,31.45
8.22,-14996.0,-1920.0,-4444.0,31.4
8.26,-14996.0,-2100.0,-4344.0,31.4
8.29,-14996.0,-2060.0,-4464.0,31.54
8.32,-15008.0,-2096.0,-4352.0,31.49
8.36,-15024.0,-2056.0,-4432.0,31.45
8.39,-15028.0,-1972.0,-4508.0,31.4
8.42,-14876.0,-2036.0,-4408.0,31.45
8.46,-15040.0,-2068.0,-4384.0,31.4
8.49,-14924.0,-2044.0,-4280.0,31.54
8.52,-14916.0,-2068.0,-4440.0,31.49
8.56,-14968.0,-2020.0,-4428.0,31.4
8.59,-14916.0,-2100.0,-4476.0,31.35
8.62,-14880.0,-2072.0,-4424.0,31.49
8.66,-14940.0,-2020.0,-4480.0,31.35
8.69,-14916.0,-2088.0,-4380.0,31.4
8.72,-14948.0,-2112.0,-4372.0,31.45
8.76,-14996.0,-1928.0,-4352.0,31.31
8.79,-14980.0,-1972.0,-4444.0,31.35
8.82,-14932.0,-1992.0,-4328.0,31.31
8.86,-14948.0,-2072.0,-4456.0,31.45
8.89,-14952.0,-2064.0,-4344.0,31.4
8.92,-14996.0,-1992.0,-4504.0,31.35
8.96,-14924.0,-2024.0,-4288.0,31.54
8.99,-14948.0,-2024.0,-4368.0,31.4
9.02,-14856.0,-2076.0,-4592.0,31.4
9.06,-14884.0,-1888.0,-4280.0,31.49
9.09,-14940.0,-2008.0,-4412.0,31.35
9.12,-14900.0,-2004.0,-4496.0,31.31
9.16,-14880.0,-2040.0,-4436.0,31.45
9.19,-14980.0,-2028.0,-4380.0,31.4
9.22,-14872.0,-2104.0,-4524.0,31.4
9.25,-14936.0,-2124.0,-4436.0,31.45
9.29,-14860.0,-2020.0,-4424.0,31.4
9.32,-14884.0,-2016.0,-4416.0,31.45
9.35,-14860.0,-1976.0,-4320.0,31.49
9.39,-14888.0,-2000.0,-4520.0,31.35
9.42,-14876.0,-2004.0,-4436.0,31.4
9.45,-15016.0,-2008.0,-4484.0,31.45
9.49,-14900.0,-1968.0,-4500.0,31.35
9.52,-14968.0,-2052.0,-4344.0,31.4
9.55,-14840.0,-1988.0,-4444.0,31.35
9.59,-14932.0,-2004.0,-4424.0,31.4
9.62,-14912.0,-2016.0,-4404.0,31.45
9.65,-14916.0,-2108.0,-4312.0,31.49
9.69,-14872.0,-1956.0,-4260.0,31.35
9.72,-14896.0,-1920.0,-4384.0,31.31
9.75,-15004.0,-2060.0,-4360.0,31.49
9.79,-14948.0,-2044.0,-4536.0,31.45
9.82,-14880.0,-2052.0,-4504.0,31.49
9.85,-15040.0,-2008.0,-4348.0,31.45
9.89,-14904.0,-2012.0,-4472.0,31.4
9.92,-14928.0,-2012.0,-4528.0,31.35
9.95,-14944.0,-1992.0,-4352.0,31.4
9.99,-14864.0,-1960.0,-4484.0,31.35
10.02,-14908.0,-1960.0,-4348.0,31.4
10.05,-14944.0,-1980.0,-4560.0,31.49
10.09,-14952.0,-2012.0,-4484.0,31.4
10.12,-14952.0,-2012.0,-4428.0,31.35
10.16,-14932.0,-2012.0,-4348.0,31.45
10.19,-14888.0,-2004.0,-4316.0,31.4
10.23,-14920.0,-2020.0,-4420.0,31.4
10.26,-14848.0,-1972.0,-4460.0,31.45
10.29,-14964.0,-2040.0,-4516.0,31.35
10.33,-14820.0,-1956.0,-4456.0,31.35
10.36,-14964.0,-1980.0,-4380.0,31.49
